!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
    1        0.0000    1.0     0
    2        0.3035    3.0     1
    3        0.9104    5.0     2
    4        1.8209    7.0     3
    5        3.0348    9.0     4
    6        4.5522   11.0     5
    7        6.3731   13.0     6
    8        8.4974   15.0     7
    9       10.9252   17.0     8
   10       13.6565   19.0     9
   11       16.6912   21.0    10
   12       20.0294   23.0    11
   13       23.6710   25.0    12
   14       27.6161   27.0    13
   15       31.8647   29.0    14
   16       36.4166   31.0    15
   17       41.2720   33.0    16
   18       46.4308   35.0    17
   19       51.8930   37.0    18
   20       57.6587   39.0    19
   21       63.7277   41.0    20
!NUMBER OF RADIATIVE TRANSITIONS
20
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
    1     2     1   4.0688e-08       9.0981152      0.44
    2     3     2   3.9066e-07      18.1962260      1.31
    3     4     3   1.4127e-06      27.2942890      2.62
    4     5     4   3.4726e-06      36.3923240      4.37
    5     6     5   6.9351e-06      45.4903138      6.55
    6     7     6   1.2169e-05      54.5882470      9.17
    7     8     7   1.9537e-05      63.6860520     12.23
    8     9     8   2.9413e-05      72.7838220     15.72
    9    10     9   4.2146e-05      81.8814677     19.65
   10    11    10   5.8123e-05      90.9790230     24.01
   11    12    11   7.7690e-05     100.0763920     28.82
   12    13    12   1.0123e-04     109.1736340     34.06
   13    14    13   1.2911e-04     118.2707427     39.73
   14    15    14   1.6167e-04     127.3676660     45.85
   15    16    15   1.9933e-04     136.4644109     52.40
   16    17    16   2.4236e-04     145.5609596     59.38
   17    18    17   2.9124e-04     154.6572840     66.80
   18    19    18   3.4626e-04     163.7533890     74.66
   19    20    19   4.0776e-04     172.8493000     82.96
   20    21    20   4.7619e-04     181.9449230     91.69
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 HC3N-H2 scaled (*1.39) from HC3N-He from Green & Chapman (1978)
!NUMBER OF COLL TRANS
189
!NUMBER OF COLL TEMPS
4
!COLL TEMPS
   10.0   20.0   40.0   80.0
!TRANS + UP + LOW + COLLRATES(cm^3 s^-1)
   49    11     4  5.4e-12 7.4e-12 1.4e-11 1.7e-11
   50    11     5  1.1e-11 1.5e-11 1.8e-11 2.2e-11
   51    11     6  1.8e-11 2.2e-11 2.6e-11 3.5e-11
   52    11     7  2.6e-11 2.8e-11 3.2e-11 3.9e-11
   53    11     8  3.8e-11 4.2e-11 4.4e-11 5.3e-11
   54    11     9  5.6e-11 6.3e-11 6.4e-11 7.4e-11
   55    11    10  9.7e-11 1.1e-10 1.2e-10 1.5e-10
   56    12     1  0.0e+00 2.5e-13 9.7e-13 1.4e-12
   57    12     2  5.3e-13 1.2e-12 3.2e-12 3.5e-12
   58    12     3  1.4e-12 3.1e-12 5.3e-12 8.6e-12
   59    12     4  2.4e-12 5.8e-12 9.9e-12 1.1e-11
   60    12     5  6.3e-12 7.4e-12 1.5e-11 1.7e-11
   61    12     6  1.2e-11 1.5e-11 1.9e-11 2.4e-11
   62    12     7  2.1e-11 2.2e-11 2.8e-11 3.1e-11
   63    12     8  4.2e-11 2.9e-11 3.1e-11 3.5e-11
   64    12     9  4.3e-11 4.0e-11 4.3e-11 4.9e-11
   65    12    10  6.5e-11 5.6e-11 5.4e-11 6.4e-11
   66    12    11  8.8e-11 1.1e-10 1.2e-10 1.4e-10
   67    13     1  0.0e+00 2.1e-13 5.0e-13 1.2e-12
   68    13     2  2.8e-13 2.8e-13 2.2e-12 3.9e-12
   69    13     3  2.8e-13 1.4e-12 3.8e-12 6.1e-12
   70    13     4  1.9e-12 2.2e-11 7.2e-12 9.9e-12
   71    13     5  4.3e-12 5.8e-12 1.0e-11 1.5e-11
   72    13     6  8.5e-12 1.0e-11 1.4e-11 1.8e-11
   73    13     7  1.3e-11 1.7e-11 2.1e-11 2.5e-11
   74    13     8  2.1e-11 2.1e-11 2.8e-11 3.1e-11
   75    13     9  2.6e-11 3.1e-11 3.2e-11 4.4e-11
   76    13    10  3.9e-11 4.0e-11 5.1e-11 5.1e-11
   77    13    11  6.5e-11 5.8e-11 6.4e-11 7.4e-11
   78    13    12  8.5e-11 1.1e-10 1.3e-10 1.5e-10
   79    14     1  0.0e+00 0.0e+00 3.3e-13 9.5e-13
   80    14     2  0.0e+00 5.6e-13 1.1e-12 1.8e-12
   81    14     3  0.0e+00 5.3e-13 2.9e-12 4.7e-12
   82    14     4  1.3e-12 1.4e-12 4.3e-12 7.2e-12
   83    14     5  4.7e-12 2.5e-12 7.2e-12 1.1e-11
   84    14     6  3.2e-12 4.4e-12 1.2e-11 1.7e-11
   85    14     7  8.5e-12 9.9e-12 1.5e-11 2.1e-11
   86    14     8  2.8e-11 1.8e-11 1.9e-11 2.2e-11
   87    14     9  1.4e-11 2.6e-11 3.2e-11 3.3e-11
   88    14    10  5.6e-11 3.3e-11 3.2e-11 3.6e-11
   89    14    11  4.3e-11 4.0e-11 4.6e-11 4.7e-11
   90    14    12  7.5e-11 5.8e-11 5.6e-11 6.5e-11
   91    14    13  9.0e-11 1.0e-10 1.1e-10 1.4e-10
   92    15     1  0.0e+00 0.0e+00 2.5e-13 7.8e-13
   93    15     2  0.0e+00 0.0e+00 6.3e-13 1.8e-12
   94    15     3  0.0e+00 6.7e-13 1.4e-12 3.6e-12
   95    15     4  0.0e+00 2.9e-13 2.9e-12 5.8e-12
   96    15     5  2.1e-12 2.1e-12 5.0e-12 7.6e-12
   97    15     6  2.6e-12 3.8e-12 7.4e-12 1.2e-11
   98    15     7  7.8e-12 3.9e-12 1.1e-11 1.9e-11
   99    15     8  2.2e-11 1.8e-11 1.9e-11 2.2e-11
  100    15     9  1.0e-11 1.8e-11 2.1e-11 3.5e-11
  101    15    10  4.6e-11 3.2e-11 2.9e-11 2.8e-11
  102    15    11  3.1e-11 3.2e-11 3.8e-11 4.4e-11
  103    15    12  6.5e-11 4.6e-11 4.2e-11 4.7e-11
  104    15    13  6.1e-11 5.4e-11 5.8e-11 7.1e-11
  105    15    14  1.3e-10 1.3e-10 1.2e-10 1.4e-10
  106    16     2  0.0e+00 0.0e+00 5.3e-13 1.3e-12
  107    16     3  0.0e+00 4.2e-13 1.4e-12 3.8e-12
  108    16     4  4.2e-13 1.0e-12 2.1e-12 3.1e-12
  109    16     5  4.2e-13 1.4e-12 3.2e-12 3.8e-12
  110    16     6  1.4e-12 3.3e-12 5.1e-12 8.9e-12
  111    16     7  2.1e-12 6.4e-12 7.1e-12 1.3e-11
  112    16     8  8.1e-12 7.5e-12 1.4e-11 1.9e-11
  113    16     9  1.1e-11 1.3e-11 1.5e-11 1.8e-11
  114    16    10  1.5e-11 1.5e-11 2.2e-11 2.4e-11
  115    16    11  2.5e-11 2.9e-11 3.2e-11 3.6e-11
  116    16    12  3.5e-11 3.3e-11 4.9e-11 3.8e-11
  117    16    13  5.1e-11 4.2e-11 4.3e-11 5.4e-11
  118    16    14  6.0e-11 5.7e-11 6.7e-11 7.1e-11
  119    16    15  8.5e-11 1.1e-10 1.1e-10 1.5e-10
  120    17     3  0.0e+00 0.0e+00 4.4e-13 2.5e-12
  121    17     4  0.0e+00 0.0e+00 1.1e-12 4.2e-12
  122    17     5  0.0e+00 1.2e-12 2.5e-12 5.1e-12
  123    17     6  0.0e+00 2.6e-12 3.1e-12 6.4e-12
  124    17     7  5.0e-12 1.3e-12 6.0e-12 8.8e-12
  125    17     8  6.3e-12 8.5e-12 9.7e-12 1.2e-11
  126    17     9  5.7e-12 6.9e-12 1.1e-11 1.9e-11
  127    17    10  4.0e-11 2.4e-11 2.2e-11 2.4e-11
  128    17    11  1.8e-11 2.6e-11 2.4e-11 2.8e-11
  129    17    12  6.9e-11 3.9e-11 3.2e-11 2.8e-11
  130    17    13  3.1e-11 3.8e-11 3.8e-11 4.4e-11
  131    17    14  8.1e-11 5.1e-11 4.4e-11 4.9e-11
  132    17    15  9.2e-11 6.4e-11 5.8e-11 6.7e-11
  133    17    16  8.5e-11 1.0e-10 1.2e-10 1.5e-10
  134    18     4  0.0e+00 1.7e-13 1.4e-12 2.1e-12
  135    18     5  0.0e+00 1.7e-13 2.1e-12 3.8e-12
  136    18     6  0.0e+00 8.9e-13 1.8e-12 4.7e-12
  137    18     7  0.0e+00 9.2e-13 4.2e-12 6.5e-12
  138    18     8  7.9e-12 3.2e-12 6.9e-12 8.2e-12
  139    18     9  9.3e-12 7.8e-12 8.9e-12 1.4e-11
  140    18    10  2.2e-11 1.4e-11 1.3e-11 1.5e-11
  141    18    11  1.8e-11 1.4e-11 2.2e-11 1.8e-11
  142    18    12  7.6e-11 2.8e-11 2.4e-11 2.5e-11
  143    18    13  2.6e-11 3.5e-11 2.9e-11 3.2e-11
  144    18    14  1.1e-10 4.4e-11 3.8e-11 3.9e-11
  145    18    15  9.0e-11 5.3e-11 4.6e-11 5.0e-11
  146    18    16  5.1e-11 6.3e-11 6.4e-11 6.3e-11
  147    18    17  1.4e-10 1.3e-10 1.2e-10 1.4e-10
  148    19     5  0.0e+00 2.2e-13 9.9e-13 2.8e-12
  149    19     6  0.0e+00 2.2e-13 9.0e-13 3.3e-12
  150    19     7  0.0e+00 2.6e-12 1.8e-12 5.7e-12
  151    19     8  0.0e+00 2.1e-12 5.0e-12 7.6e-12
  152    19     9  1.3e-11 3.6e-12 6.9e-12 9.5e-12
  153    19    10  1.4e-11 1.2e-11 1.2e-11 1.3e-11
  154    19    11  3.2e-11 1.5e-11 1.4e-11 1.9e-11
  155    19    12  7.6e-11 3.2e-11 2.6e-11 2.5e-11
  156    19    13  5.4e-12 3.1e-11 3.2e-11 3.3e-11
  157    19    14  1.1e-10 4.7e-11 3.5e-11 2.9e-11
  158    19    15  1.3e-10 4.9e-11 3.9e-11 4.0e-11
  159    19    16  3.8e-11 5.3e-11 4.3e-11 5.1e-11
  160    19    17  1.1e-10 6.8e-11 6.0e-11 6.8e-11
  161    19    18  1.4e-10 1.3e-10 1.2e-10 1.4e-10
  162    20     6  0.0e+00 3.1e-13 1.3e-12 4.7e-12
  163    20     7  0.0e+00 2.9e-13 1.2e-12 5.4e-12
  164    20     8  0.0e+00 2.1e-12 2.8e-12 6.1e-12
  165    20     9  0.0e+00 2.8e-12 5.6e-12 6.1e-12
  166    20    10  1.9e-11 5.0e-12 8.5e-12 9.0e-12
  167    20    11  2.1e-11 1.1e-11 1.2e-11 1.3e-11
  168    20    12  4.6e-11 1.9e-11 1.5e-11 1.7e-11
  169    20    13  1.2e-11 1.9e-11 2.6e-11 2.4e-11
  170    20    14  1.3e-10 3.5e-11 2.6e-11 2.6e-11
  171    20    15  1.3e-10 5.3e-11 3.6e-11 3.1e-11
  172    20    16  3.8e-11 4.3e-11 4.3e-11 4.7e-11
  173    20    17  1.2e-10 5.8e-11 4.7e-11 5.1e-11
  174    20    18  1.1e-10 7.1e-11 6.1e-11 6.8e-11
  175    20    19  1.5e-10 1.4e-10 1.2e-10 1.4e-10
  176    21     7  0.0e+00 4.3e-13 2.8e-12 4.2e-12
  177    21     8  0.0e+00 4.0e-13 2.1e-12 5.1e-12
  178    21     9  0.0e+00 2.6e-12 3.5e-12 5.7e-12
  179    21    10  0.0e+00 3.5e-12 6.4e-12 8.6e-12
  180    21    11  3.1e-11 4.2e-12 8.5e-12 1.3e-11
  181    21    12  3.2e-11 1.8e-11 1.4e-11 1.5e-11
  182    21    13  6.5e-11 1.1e-11 1.5e-11 1.9e-11
  183    21    14  1.4e-10 4.2e-11 2.9e-11 2.8e-11
  184    21    15  1.7e-10 4.0e-11 2.9e-11 2.6e-11
  185    21    16  2.1e-11 2.5e-11 2.9e-11 2.6e-11
  186    21    17  1.8e-10 5.6e-11 4.0e-11 4.2e-11
  187    21    18  1.3e-10 6.3e-11 4.9e-11 5.1e-11
  188    21    19  1.2e-10 7.2e-11 6.3e-11 6.8e-11
  189    21    20  1.5e-10 1.4e-10 1.3e-10 1.4e-10
!NOTES:
!Energy levels, transition frequencies and Einstein A coefficients taken from CDMS
